user_id,order_date,order_amount
985,2016/7/13,9835
646,2016/9/21,5150
808,2016/7/27,6920
957,2017/8/30,6116
717,2017/3/1,763
478,2017/8/28,2097
145,2017/3/31,9018
959,2017/3/18,2058
151,2016/8/20,361
223,2017/9/3,1401
652,2017/10/14,328
130,2017/4/27,3713
69,2016/11/5,3791
341,2017/3/29,4597
117,2017/6/12,9112
444,2017/3/10,9457
553,2017/3/31,3640
734,2017/9/1,5984
277,2016/7/16,9131
615,2017/6/3,5787
961,2017/8/31,6403
416,2017/11/3,6941
400,2017/2/6,1557
778,2017/5/2,5223
233,2016/7/31,5714
475,2016/8/30,4048
171,2017/6/12,62
188,2017/4/24,3827
937,2017/6/3,7532
569,2017/7/1,2744
970,2017/1/7,3357
966,2017/5/6,5559
737,2017/3/16,4586
254,2016/11/5,9525
725,2017/10/26,3435
694,2016/10/24,6542
73,2017/6/20,6142
760,2017/10/7,4493
21,2016/7/25,8065
545,2017/4/10,6678
449,2016/8/30,4150
38,2016/12/21,2108
824,2017/9/30,1713
258,2017/9/1,3751
953,2017/9/21,338
50,2016/8/25,738
774,2016/9/30,4169
694,2016/9/11,7503
556,2017/4/8,9198
211,2017/8/11,1177
469,2017/4/12,3555
775,2017/8/15,5203
392,2016/9/27,9804
980,2017/10/1,4079
261,2017/3/26,5349
714,2017/8/29,5139
288,2017/1/10,6955
457,2016/10/15,5566
95,2017/6/24,6925
4,2017/6/23,1686
898,2016/10/2,8956
227,2017/7/30,9580
224,2017/8/23,2947
320,2017/9/11,9280
210,2016/9/12,2411
319,2017/3/13,1949
509,2017/3/14,372
4,2017/10/8,9227
236,2017/2/19,252
235,2016/12/24,4595
723,2017/1/31,5833
748,2016/12/4,9841
568,2017/3/15,5416
855,2016/10/4,5636
647,2016/7/19,807
680,2017/7/15,8940
903,2017/1/24,1476
25,2017/7/12,7789
599,2017/11/6,9484
429,2016/12/18,2300
271,2016/10/20,622
399,2016/9/17,2961
277,2017/10/3,8138
350,2017/2/6,5314
781,2016/10/18,5156
12,2016/7/24,2617
757,2016/7/20,6257
579,2016/11/21,5424
508,2017/6/23,8347
455,2017/5/28,4017
767,2017/10/6,6127
737,2017/4/28,1310
478,2016/8/31,4093
92,2016/9/6,6852
664,2017/1/1,2142
15,2017/2/20,2968
295,2017/9/17,8634
618,2017/5/6,8999
174,2016/9/25,6759
116,2017/2/19,3129
798,2017/6/6,6980
751,2016/7/9,4915
272,2017/5/9,2180
325,2017/10/26,516
26,2017/8/6,5651
159,2017/6/26,751
786,2016/12/25,5623
834,2016/10/24,625
826,2017/4/11,3834
572,2017/3/19,9546
105,2017/8/26,6726
203,2017/3/19,4814
383,2017/9/1,2610
815,2017/3/18,9754
117,2017/4/24,6257
726,2016/12/7,1670
777,2016/10/13,8598
827,2016/7/24,1843
866,2017/10/6,9675
684,2017/3/30,9521
443,2017/8/18,4591
590,2017/11/11,3828
517,2017/1/5,9463
922,2017/5/27,3900
671,2016/10/28,6158
725,2016/8/24,90
889,2017/3/22,2406
141,2016/8/2,177
637,2017/10/8,1113
13,2017/4/9,4782
87,2017/5/9,5296
226,2016/9/29,6040
529,2016/12/3,5645
196,2017/7/3,8822
153,2017/1/21,5874
693,2016/11/3,4568
984,2017/1/1,4781
274,2017/1/12,7024
782,2017/5/3,6753
141,2016/8/4,8563
390,2016/12/31,6559
210,2017/4/4,9161
466,2017/8/4,187
788,2017/10/12,5790
951,2017/8/28,7291
898,2017/7/8,5943
938,2017/4/17,3148
136,2017/5/3,7820
171,2017/5/31,9726
874,2017/2/12,1849
878,2016/12/24,3886
293,2017/3/17,6607
214,2017/7/22,2166
947,2016/7/21,7473
387,2017/5/13,674
208,2017/9/19,9540
247,2017/5/3,9986
922,2016/10/21,5368
312,2017/10/18,786
155,2017/11/6,9251
523,2017/3/23,6163
220,2017/5/4,2792
850,2017/3/6,8106
373,2017/6/6,6016
991,2017/9/4,9146
616,2016/8/22,7426
906,2017/2/27,5653
323,2016/10/8,699
483,2016/8/30,1845
445,2017/5/14,5935
201,2017/2/4,5342
779,2016/11/4,2257
552,2016/11/28,7383
883,2016/8/24,8073
102,2017/5/16,7948
621,2017/2/14,732
662,2017/8/15,9524
493,2017/7/18,3051
797,2017/4/7,187
841,2017/9/20,4542
480,2017/2/7,8083
812,2016/7/21,4560
170,2016/7/22,8988
633,2017/2/18,1466
234,2017/8/13,1343
114,2016/11/3,5778
546,2017/1/18,769
838,2017/9/3,7220
871,2017/10/3,2699
415,2016/11/18,6430
374,2017/6/10,2628
526,2017/1/22,52
919,2017/5/6,2352
604,2016/11/13,2034
511,2017/5/15,7173
418,2017/2/1,3435
722,2016/9/28,9862
833,2016/7/19,5798
488,2017/5/30,7454
146,2017/10/28,3532
513,2017/3/17,8803
583,2016/10/5,4334
215,2017/10/17,7669
60,2017/10/29,5591
860,2017/7/21,8281
762,2017/5/19,245
515,2016/10/12,2738
431,2017/10/3,466
91,2017/5/2,1481
883,2016/12/27,226
358,2016/10/30,3026
684,2017/7/19,7791
212,2017/1/3,728
902,2017/4/30,706
211,2016/11/8,9828
871,2017/4/9,7186
434,2016/12/2,8119
312,2017/8/29,4592
763,2017/10/28,3408
227,2016/10/19,1066
162,2017/6/15,4484
857,2017/6/11,6813
667,2017/5/31,9885
155,2017/7/10,8302
932,2017/10/30,8181
626,2017/9/25,1644
240,2017/11/12,5940
596,2017/2/28,4204
189,2017/5/17,6027
37,2016/9/12,597
12,2017/10/11,9869
794,2016/10/12,4354
564,2017/5/11,5676
12,2017/4/23,5036
50,2016/12/17,1103
951,2017/2/3,5884
150,2017/8/30,4924
358,2017/6/21,564
914,2017/6/3,7538
555,2017/1/11,300
967,2016/9/14,9405
833,2017/6/26,4821
613,2017/7/21,6881
216,2017/3/26,2866
815,2017/2/13,9915
661,2016/8/20,1846
546,2016/12/17,9425
877,2017/5/5,7721
911,2017/11/4,5066
47,2017/4/27,3418
298,2016/8/2,6524
581,2016/8/10,4843
733,2017/5/24,8320
218,2017/5/6,5733
197,2017/4/19,8996
99,2017/4/8,1974
884,2017/3/22,1465
875,2016/11/30,461
838,2016/10/25,5606
353,2017/4/6,4870
950,2016/9/10,7648
265,2017/9/29,5289
121,2017/8/16,5291
357,2017/1/31,4737
46,2017/6/18,2177
326,2017/6/23,9639
950,2017/5/5,2725
64,2016/9/2,9459
251,2016/10/17,8033
555,2017/1/30,2040
115,2017/4/16,4569
792,2016/10/17,1199
891,2017/7/29,5246
502,2016/9/29,7815
559,2017/10/29,2318
450,2017/11/11,1004
218,2016/11/30,2515
970,2017/10/27,9005
690,2017/5/2,9934
815,2017/6/27,287
641,2016/9/21,8192
207,2017/11/18,385
775,2016/7/22,5875
923,2017/6/14,5906
992,2016/10/24,3547
367,2016/8/31,8641
621,2016/12/14,9485
33,2016/11/25,712
675,2016/10/18,1540
354,2016/9/15,5697
979,2017/3/17,9131
125,2017/3/23,2065
441,2016/8/23,6359
455,2017/11/7,9356
9,2017/9/6,8391
213,2017/7/20,8700
633,2016/9/8,6443
912,2016/10/3,8180
134,2016/7/18,1449
797,2017/7/20,4514
195,2016/11/26,6841
941,2017/4/23,1291
64,2016/9/25,1287
732,2017/9/9,8569
702,2016/11/4,9832
506,2017/6/7,763
512,2017/5/23,4984
790,2017/1/14,328
506,2017/2/27,5582
878,2017/1/22,179
971,2016/10/2,9509
382,2017/5/5,4680
645,2017/1/2,7441
116,2017/10/8,4824
47,2017/9/8,1556
684,2017/6/21,7985
424,2016/7/26,1522
341,2017/8/10,1464
802,2016/12/1,2107
963,2017/8/6,4356
788,2017/5/13,1024
439,2016/8/2,6961
604,2017/3/9,4874
901,2017/5/18,1061
945,2016/12/3,2763
25,2017/8/16,3284
640,2017/3/17,7203
597,2017/9/10,6663
216,2016/8/20,7782
361,2017/3/30,9033
808,2017/8/19,9340
624,2017/10/7,2337
234,2017/5/5,7568
556,2017/4/22,8898
730,2017/9/3,7268
568,2017/11/18,7161
865,2017/8/24,4525
898,2016/10/26,8319
759,2017/8/21,1467
609,2017/4/8,8640
591,2017/7/11,5731
388,2017/3/4,8366
941,2017/4/2,3332
742,2016/9/20,7080
148,2017/2/19,8797
827,2017/8/29,1010
198,2016/8/14,792
982,2017/6/3,1614
76,2017/3/14,7990
124,2017/2/22,7824
628,2017/7/29,1179
708,2017/3/14,8609
855,2017/3/11,1247
63,2017/10/26,1727
807,2016/12/15,4681
846,2017/11/16,4058
324,2017/8/18,5872
231,2016/8/6,1417
602,2017/6/21,7029
811,2017/11/10,1781
820,2016/12/7,3059
525,2016/10/26,9586
324,2017/1/13,86
814,2016/10/25,1552
817,2016/7/29,9175
392,2017/1/30,2188
485,2017/5/9,9452
665,2017/11/5,19
30,2017/5/28,3403
156,2017/8/19,7078
948,2017/8/28,1620
680,2017/4/6,4078
536,2017/5/12,1932
879,2016/10/8,4129
355,2016/11/4,4494
333,2016/12/12,3704
944,2017/7/1,8649
569,2017/9/14,7319
381,2017/6/24,3449
258,2017/1/8,8090
966,2017/5/26,1078
72,2017/3/19,1535
865,2017/4/10,7624
435,2017/4/5,8040
15,2017/3/11,1315
147,2017/2/4,6257
406,2017/8/29,5211
379,2017/1/16,8392
334,2017/10/4,6085
626,2017/6/27,6449
700,2017/6/16,3246
959,2016/8/29,7546
821,2016/9/4,9960
933,2017/7/5,9083
766,2017/2/12,8539
723,2017/8/12,3275
412,2016/8/19,326
736,2016/8/22,9675
401,2017/8/17,7178
904,2016/12/3,3245
209,2016/9/1,9275
658,2017/11/7,4317
209,2016/11/2,5309
632,2017/11/6,7079
70,2017/7/13,4628
318,2016/9/19,7156
562,2017/10/27,5035
13,2016/11/25,2017
18,2017/8/23,9783
411,2017/10/8,1461
256,2016/10/2,6463
650,2016/10/16,3493
543,2017/10/22,2014
917,2017/10/24,7729
351,2017/9/20,6953
564,2016/7/22,1940
343,2016/8/27,4266
223,2016/9/26,2412
204,2017/11/8,2554
126,2016/9/18,9664
906,2017/2/22,6076
24,2017/9/22,5528
629,2017/2/22,1645
471,2017/4/12,1666
551,2017/1/22,9986
616,2017/11/12,7609
833,2017/8/3,3812
672,2017/1/2,4307
683,2017/1/14,971
126,2017/5/6,8436
795,2017/9/17,3349
30,2016/12/18,1182
353,2017/2/19,6187
188,2017/4/29,6468
865,2016/8/26,628
740,2017/4/23,1635
769,2016/11/5,8112
11,2017/6/12,3528
310,2017/5/4,7394
543,2017/1/19,2895
480,2016/8/17,2811
834,2016/8/9,3937
421,2016/11/18,5971
690,2016/9/11,5291
718,2016/11/4,6594
568,2017/2/9,2846
468,2017/7/26,7664
820,2017/10/18,2054
688,2017/7/19,549
267,2017/10/1,5828
765,2017/8/17,5005
832,2017/9/21,5897
591,2016/11/11,2517
30,2016/10/2,9956
151,2017/4/1,9216
811,2017/6/5,2048
264,2017/9/27,9439
1,2017/5/26,8639
835,2016/7/15,8866
715,2017/2/20,817
294,2017/3/19,2132
688,2016/8/5,8653
389,2017/2/27,5392
622,2017/10/13,5454
280,2016/7/30,1221
698,2016/10/30,9593
980,2016/10/16,6617
909,2016/8/9,8301
110,2017/6/28,2312
807,2016/8/1,1964
766,2016/11/2,5932
245,2017/7/26,1267
890,2016/10/29,3964
846,2016/7/9,4756
150,2017/4/2,3345
697,2016/10/14,2309
613,2016/9/30,3476
702,2017/10/20,4941
469,2017/6/3,3045
981,2017/5/17,8358
328,2016/11/19,9524
940,2017/9/4,7615
46,2017/1/4,1627
707,2017/4/29,9241
384,2016/8/16,9077
340,2017/3/20,9397
414,2016/11/7,4976
32,2016/7/20,74
816,2017/8/13,8542
322,2016/10/1,7965
941,2016/11/13,8779
724,2016/11/13,2933
325,2017/4/28,3489
900,2017/2/18,7136
281,2016/9/1,6646
816,2016/8/13,6070
869,2017/8/13,2874
205,2017/9/29,3263
568,2017/11/15,6486
367,2017/10/7,4775
814,2016/9/3,5300
268,2017/7/27,7558
926,2016/10/16,5184
351,2016/9/3,8556
672,2016/8/3,3797
391,2016/8/15,1540
235,2016/9/18,6013
399,2016/12/31,4902
504,2016/7/29,2006
63,2017/7/22,1636
861,2017/10/21,4468
618,2017/10/7,490
933,2017/10/23,596
944,2017/6/7,9333
322,2017/1/17,4739
923,2017/1/20,3472
358,2016/8/11,3363
105,2017/9/6,1336
977,2017/1/1,3462
972,2017/10/2,804
692,2017/5/4,4949
999,2016/9/8,2649
346,2016/8/20,7078
297,2017/4/27,1447
48,2017/8/23,4786
409,2016/8/5,2272
881,2016/11/6,685
345,2016/11/25,5082
543,2017/5/22,8882
128,2017/8/9,322
279,2017/1/28,4950
982,2016/11/7,916
59,2017/2/26,4544
42,2016/8/13,5335
876,2017/7/23,4661
114,2016/9/23,4445
331,2017/2/22,3773
388,2017/1/10,8854
211,2017/4/11,975
560,2017/9/20,9909
683,2016/8/16,6473
604,2016/12/2,8208
198,2017/6/2,8347
372,2017/11/17,1343
63,2017/5/12,7031
953,2017/11/13,9697
156,2017/1/9,8461
333,2016/12/14,8981
397,2017/8/31,4606
424,2016/10/9,5956
705,2016/10/31,6176
695,2017/4/25,8748
772,2017/1/9,3106
520,2016/10/30,9268
146,2016/7/15,6070
401,2016/11/28,7241
209,2017/11/13,7277
870,2017/4/4,6358
563,2016/9/11,7390
869,2016/7/15,1129
222,2016/11/11,4672
158,2017/6/17,2885
971,2017/5/6,6876
975,2017/6/3,3805
359,2016/10/8,7423
252,2017/5/22,3417
736,2017/10/1,4524
572,2017/10/5,2749
371,2016/11/30,5998
255,2017/3/23,7225
616,2017/5/25,7966
186,2017/3/5,9141
669,2017/8/21,6259
807,2017/5/12,7094
453,2016/9/16,9133
460,2016/8/10,5264
44,2016/8/1,9818
140,2017/2/11,7407
828,2016/10/20,9167
727,2016/11/22,6226
122,2016/8/29,7110
749,2016/12/26,442
786,2016/11/20,62
1,2016/11/26,2263
584,2016/12/5,9063
482,2017/5/28,7127
948,2017/7/6,2069
732,2017/2/8,1694
162,2017/10/3,4387
583,2017/9/19,2789
503,2017/8/25,2374
233,2017/4/15,6002
226,2016/9/5,2126
907,2017/9/30,1551
112,2017/6/15,5377
402,2016/11/20,1920
679,2016/10/7,6886
37,2017/1/6,5409
58,2017/9/11,7140
59,2017/5/11,5901
266,2017/9/15,3165
711,2016/8/9,4680
645,2017/8/15,4857
626,2016/12/10,2894
797,2017/8/13,8204
503,2016/12/8,1679
210,2017/7/9,9270
936,2016/12/6,728
166,2017/3/10,4573
163,2017/6/24,9428
849,2017/11/5,7506
444,2017/8/28,9836
186,2017/10/7,1756
683,2016/10/4,5975
593,2017/7/30,9868
724,2017/3/3,3171
590,2017/7/7,1812
56,2016/11/2,3943
384,2016/10/14,9585
64,2017/11/5,9186
555,2017/11/10,7865
120,2017/9/11,6807
984,2016/11/29,6396
783,2017/10/11,1084
75,2017/7/22,3179
368,2017/3/16,6515
489,2017/9/9,2157
556,2017/3/26,9651
399,2016/12/17,9796
973,2016/11/23,1549
34,2016/10/6,6739
828,2016/11/27,5669
910,2016/8/13,7621
57,2016/7/18,3723
465,2016/12/18,2589
351,2017/8/7,2829
719,2017/1/25,3861
797,2016/8/10,1116
549,2016/8/23,594
252,2016/11/22,4667
145,2017/8/24,1406
336,2016/8/26,337
21,2017/7/1,5394
91,2016/10/2,9396
506,2017/5/11,8797
227,2017/6/15,4001
837,2017/3/27,5060
579,2017/7/19,5362
974,2017/8/9,2764
794,2017/6/1,4582
174,2017/9/9,9763
12,2016/11/13,7386
415,2017/11/8,2989
227,2016/9/3,3360
525,2017/10/10,5126
338,2016/8/31,9715
822,2017/9/30,2529
439,2016/7/22,3912
512,2017/5/3,8113
140,2016/10/31,1473
851,2017/11/16,8197
161,2017/6/15,6019
915,2017/10/11,9421
651,2017/3/9,3134
659,2017/8/16,3276
88,2017/9/7,1609
417,2017/5/5,2729
482,2017/7/30,6581
546,2017/2/27,9181
237,2017/4/4,5757
531,2016/8/18,9904
407,2016/9/17,5545
696,2017/9/23,2508
844,2016/8/30,4674
76,2016/12/22,26
557,2016/10/30,6714
993,2017/6/5,9321
271,2017/6/1,3366
850,2016/9/29,1520
433,2017/9/15,8500
308,2016/11/22,998
545,2017/2/22,4908
981,2017/9/22,117
384,2017/7/13,8665
570,2016/7/29,7959
441,2017/2/3,6691
918,2017/9/24,3364
787,2016/8/8,9657
847,2017/2/11,3955
459,2017/1/19,8934
809,2017/10/21,5252
296,2016/12/6,6454
865,2016/10/11,5526
160,2017/4/3,1782
597,2017/9/15,6833
684,2017/2/19,9057
503,2016/10/7,979
644,2016/7/23,4990
281,2016/12/29,5770
483,2017/1/18,3011
534,2017/7/25,1028
881,2016/8/12,6720
105,2016/11/13,55
762,2017/6/11,3306
151,2017/7/18,3987
588,2016/7/16,9210
185,2017/7/5,4144
591,2017/11/20,7311
593,2016/11/15,5526
857,2017/1/11,9107
457,2017/6/17,9188
812,2017/1/1,8476
633,2016/9/19,8024
914,2016/11/12,5726
488,2016/12/29,664
497,2017/9/6,3350
260,2017/4/14,7870
571,2016/12/4,9312
807,2017/3/18,7243
798,2017/2/23,875
275,2017/11/8,1188
270,2017/8/18,4826
828,2017/8/6,2689
718,2016/11/22,1922
291,2016/11/17,9180
860,2017/2/14,3001
410,2016/10/4,2696
510,2017/7/13,8031
356,2017/4/1,6688
516,2016/7/14,2570
164,2017/2/27,8303
459,2016/7/31,4183
507,2016/10/27,8870
638,2017/5/25,7751
397,2017/8/12,8893
642,2017/9/1,9570
615,2016/9/7,1824
752,2016/8/2,3121
206,2016/12/13,2910
835,2016/7/26,3856
1,2017/11/8,313
326,2017/11/3,921
356,2016/11/17,2758
327,2017/6/6,2863
523,2017/7/20,402
569,2017/10/3,2674
190,2017/7/9,8851
672,2017/8/30,7527
65,2016/9/19,4221
663,2016/11/2,9146
399,2016/11/18,9528
926,2016/7/15,3122
996,2017/3/24,8259
916,2017/5/18,2148
673,2017/3/15,8169
362,2017/6/2,3142
967,2017/4/14,4961
575,2017/5/15,8108
478,2017/6/13,5723
645,2017/3/23,2258
511,2016/12/26,3142
909,2017/10/3,7987
208,2017/7/26,6630
151,2017/7/18,1550
62,2016/7/26,1903
869,2017/10/15,5900
42,2016/7/15,9058
749,2017/1/25,7729
808,2017/3/14,1926
501,2017/6/27,3909
257,2017/5/27,5329
32,2017/9/22,8550
175,2016/11/5,4961
658,2016/12/21,2329
780,2016/10/15,8682
252,2016/12/6,6263
903,2017/11/4,5348
390,2017/6/17,2495
136,2016/7/26,2761
850,2017/10/8,8635
257,2017/3/28,9211
152,2016/10/19,2572
98,2017/2/7,8186
429,2017/1/7,4175
50,2017/2/6,8737
255,2017/4/4,2951
864,2016/10/28,527
389,2017/11/14,1053
627,2017/5/20,4338
552,2017/1/5,5008
41,2016/11/30,7898
135,2017/4/30,8516
654,2017/1/18,4518
446,2017/9/2,7877
924,2017/8/15,5649
119,2017/7/23,9768
56,2017/10/15,4487
547,2016/9/6,982
977,2016/11/7,387
896,2016/9/20,3843
617,2017/9/11,9427
928,2017/6/5,6574
904,2017/8/9,4067
609,2016/8/17,9594
45,2016/9/3,1275
941,2016/11/6,8594
767,2017/7/7,9373
610,2017/4/11,7086
185,2016/7/28,6788
262,2017/3/22,6592
36,2017/1/27,1384
529,2017/1/23,3823
390,2016/9/21,7487
413,2017/7/14,9532
580,2017/4/14,1310
682,2017/10/14,6390
898,2017/1/19,2633
7,2017/11/18,2831
951,2017/2/11,2842
940,2016/12/6,2698
551,2017/9/29,8535
622,2016/8/21,3704
51,2016/12/7,5256
749,2016/11/20,7527
812,2017/3/10,362
732,2017/10/7,4466
665,2017/3/25,3092
611,2016/10/2,6955
562,2017/10/10,398
867,2017/4/17,1964
276,2016/12/5,2967
121,2017/9/20,9289
901,2016/8/19,8235
672,2017/2/26,9845
982,2016/12/18,1380
365,2016/12/29,1243
158,2017/4/7,3569
187,2016/7/25,1328
496,2016/8/8,2363
340,2017/11/8,7987
836,2016/7/12,2204
890,2017/10/1,2607
296,2016/7/26,8113
260,2016/7/15,3240
849,2016/10/23,3863
161,2017/1/9,9869
722,2017/6/18,4984
255,2017/1/27,7547
862,2016/12/31,3212
594,2017/6/19,1263
442,2016/7/23,4203
151,2017/4/19,5041
157,2017/6/8,5531
529,2017/1/15,7693
234,2017/9/5,2125
901,2017/11/16,2864
511,2017/2/14,9104
406,2017/6/2,819
188,2016/9/1,7701
947,2016/11/5,1150
913,2017/9/3,9350
938,2017/3/28,1954
624,2016/12/4,4686
977,2017/9/1,4399
279,2017/9/19,9675
793,2017/5/11,6185
522,2017/10/15,2839
132,2017/8/20,6597
675,2017/3/25,3428
875,2017/2/26,7938
608,2017/6/5,985
667,2017/7/31,3610
724,2017/3/11,9951
143,2017/6/2,8115
807,2016/8/20,1143
776,2017/7/23,4325
860,2017/9/7,562
298,2017/8/23,7135
628,2017/9/27,1216
50,2016/12/13,9270
229,2017/6/8,1911
388,2017/10/26,3222
234,2017/11/4,4490
71,2017/9/27,8113
994,2016/10/18,7539
86,2017/9/23,7684
181,2017/7/3,829
704,2016/7/26,4719
733,2016/9/11,6019
468,2016/10/12,3832
813,2016/12/19,6726
802,2016/8/12,7213
996,2017/9/2,9865
675,2016/8/3,9709
823,2017/1/19,8596
392,2016/8/10,3521
712,2016/9/16,6856
639,2017/7/24,7458
518,2017/7/27,6418
287,2017/10/21,2338
152,2017/2/3,8555
792,2017/3/10,8675
293,2017/6/9,5033
678,2016/11/21,3859
602,2016/10/3,979
245,2017/2/16,5251
650,2017/10/13,289
98,2016/10/14,6325
286,2017/5/27,5738
525,2017/6/17,4453
949,2016/8/4,7855
591,2016/8/12,2622
771,2017/11/12,1726
929,2016/9/4,2021
807,2017/2/27,2078
455,2017/5/23,9759
522,2017/2/26,1320
518,2016/12/27,9777
948,2017/2/20,729
89,2017/5/27,6134
50,2017/1/21,6976
236,2016/7/18,4815
450,2016/12/19,1398
850,2017/2/10,6997
574,2016/11/26,957
417,2017/5/1,1790
889,2017/9/18,6966
363,2017/5/28,7671
311,2017/7/27,1575
709,2017/1/30,5350
409,2016/9/17,1200
523,2016/12/5,1854
709,2016/11/29,1637
523,2017/5/16,8866
0,2017/2/7,830
4,2017/5/29,3519
76,2016/10/2,6359
664,2017/9/6,6669
755,2016/9/19,5381
366,2016/10/3,4518
612,2017/4/17,8650
862,2017/1/29,6277
199,2017/1/3,9522
353,2017/9/17,4352
688,2017/5/27,5208
641,2017/8/22,8433
360,2017/2/3,5577
363,2017/8/10,6110
544,2016/12/28,526
754,2017/2/7,4487
261,2017/9/27,9015
874,2017/2/13,6987
2,2016/10/17,5912
262,2017/10/29,5943
637,2016/10/11,1077
